"Time of Day","Process Name","PID","Operation","Path","Detail","Result"
"2:08:07.7966120 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.7966448 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.7966581 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.7966725 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.7984697 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.7985094 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.7985239 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.7985386 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8007700 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8008229 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8008496 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8008759 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8024237 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8024509 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8024642 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8024792 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8044921 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8045226 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8045371 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8045525 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8070458 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8070759 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8070887 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8071021 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8087596 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8087889 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winክ","BUFFER OVERFLOW"
"2:08:07.8088038 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8088188 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8114935 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8115269 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8115391 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8115519 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8196100 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8196359 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8196456 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8196560 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8210727 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8211064 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8211176 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8211299 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8227436 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8227791 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winክ","BUFFER OVERFLOW"
"2:08:07.8227966 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8228109 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8244977 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8245230 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8245324 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8245432 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8265079 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8265466 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8265754 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8265951 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8317125 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8317425 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጴ","BUFFER OVERFLOW"
"2:08:07.8317556 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8317686 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8392144 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8392472 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8392602 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8392749 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8433651 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8433941 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8434053 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8434174 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8469680 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8470005 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8470152 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8470317 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8488914 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8489243 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winክ","BUFFER OVERFLOW"
"2:08:07.8489427 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8489629 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8506181 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8506490 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8506634 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8506786 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8529367 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8529781 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winጽ","BUFFER OVERFLOW"
"2:08:07.8529987 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8530213 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8543551 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8543812 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:07.8543926 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8544044 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8565940 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8566272 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Win(谀잁杹","BUFFER OVERFLOW"
"2:08:07.8566426 PM","python.exe","81472","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:07 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:07.8566590 PM","python.exe","81472","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:07.8591333 PM","python.exe","81472","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:07.8591756 PM","python.exe","81472","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
